"Search Parameters"	"Year"	"Mo"	"Dy"	"Hr"	"Mn"	"Sec"	"Tsunami Event Validity"	"Tsunami Cause Code"	"Tsu Src"	"Earthquake Magnitude"	"Vol"	"More Info"	"Doubtful Runup"	"Country"	"Area"	"Location Name"	"Latitude"	"Longitude"	"Distance From Source (km)"	"Initial Wave Arrival Day"	"Initial Wave Arrival Hour"	"Initial Wave Arrival Minute"	"Travel Hours"	"Travel Minutes"	"Max Wave Arrival Day"	"Max Wave Arrival Hour"	"Max Wave Arrival Minute"	"Maximum Water Height (m)"	"Max Inundation Distance (m)"	"Measurement Type"	"Period"	"First Motion"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage $Mil"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"CANADA"	"BC"	"HARTLEY BAY, BRITISH COLUMBIA"	53.4242	-129.2527	1310.165	23	14	22	4	50	23	18	46	0.02		2	40													
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"CANADA"	"BC"	"STEWART, BRITISH COLUMBIA"	55.9167	-130.0167	1192.208	23	13	12	3	40	23	13	37	0.03		2	50													
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"CANADA"	"BC"	"ROSE HARBOR, BRITISH COLUMBIA"	52.1495	-131.0835	1254.503	23	11	39	2	7	23	12	26	0.08		2	25													
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"USA"	"WA"	"PORT ANGELES, WA"	48.125	-123.44	1954.358	23	13	42			23	13	55	0.08		2														
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"USA"	"AK"	"D46409 BPR, SE OF KODIAK, AK"	55.3	-148.5	88.888						23	9	44	0.12		3	4													
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"USA"	"HI"	"HILO, HAWAII, HI"	19.7303	-155.0553	4056.506	23	14	46			23	15	10	0.18		2														
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"FRENCH POLYNESIA"	"MARQUESAS ISLANDS"	"NUKU HIVA ISLAND, MARQUESAS ISLANDS"	-8.9148	-140.0958	7243.665	23	18	51			23	19	24	0.24		2														
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"USA"	"AK"	"ELFIN COVE, AK"	58.2	-136.36	812.277	23	11	2			23	11	37	0.06		2														
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"USA"	"WA"	"NEAH BAY, WA"	48.367	-124.612	1868.248	23	12	58	3	26	23	18	33	0.06		2	30													
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"CANADA"	"BC"	"KITIMAT, BRITISH COLUMBIA"	54	-128.688	1324.164	23	14	37	5	5	23	17	49	0.03		2	25													
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"CANADA"	"BC"	"BAMFIELD, BRITISH COLUMBIA"	48.837	-125.137	1806.288	23	13	3	3	31	23	18	35	0.04		2	12													
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"CANADA"	"BC"	"PORT ALBERNI, BRITISH COLUMBIA"	49.233	-124.817	1800.536	23	13	36	3	43	23	20	55	0.08		2	105													
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"CANADA"	"BC"	"FRONT PASSAGE, BRITISH COLUMBIA"	48.81378	-125.28095	1799.157	23	12	55	3	23	23	13	2	0.03		3	16													
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"USA"	"WA"	"D46419 BPR, W-NW OF SEATTLE, WA"	48.478	-129.359	1582.611	23	11	47	2	15	23	11	54	0.02		3	15													
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"USA"	"AK"	"D46410 BPR, SE OF ANCHORAGE, AK"	57.499	-144.001	357.02						23	10	8	0.04		3	6													
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"USA"	"HI"	"KAHULUI, MAUI, HI"	20.895	-156.477	3944.652	23	14	42			23	17	4	0.12		2														
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"USA"	"HI"	"MAKAPUU POINT, OAHU, HI"	21.3199	-157.6688	3914.552	23	14	31			23	15	2	0.14		2														
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"USA"	"CA"	"ARENA COVE,  CA"	38.914	-123.711	2671.303	23	13	40			23	14	41	0.15		2														
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"USA"	"AK"	"CRAIG, AK"	55.46	-133.13	1006.988	23	11	41			23	12	2	0.07		2														
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"USA"	"WA"	"LA PUSH, WA"	47.909	-124.637	1897.305	23	12	57	3	25	24	0	3	0.08		2	13													
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"CANADA"	"BC"	"QUEEN CHARLOTTE, BRITISH COLUMBIA"	53.25	-132.08	1141.977	23	13	33	4	1	23	19	22	0.03		2	15													
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"CANADA"	"BC"	"MAIN ENDEAVOUR, BRITISH COLUMBIA"	47.948982	-129.098538	1635.265	23	11	56	2	24	23	12	2	0.02		3	15													
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"USA"	"AK"	"SITKA, AK"	57.052	-135.342	857.171	23	11	9			23	11	18	0.1		2														
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"CANADA"	"BC"	"W FLANK ENDEAVOUR, BRITISH COLUMBIA"	47.959	-129.125	1633.04	23	11	52			23	12	2	0.03		3														
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"USA"	"HI"	"HANALEI, KAUAI, HI"	22.2125	-159.4982	3847.367	23	14	29			23	15	5	0.13		2														
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"USA"	"HI"	"HONOKOHAU, HAWAII, HI"	19.671	-156.028	4073.701	23	15	18			23	16	38	0.04		2														
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"USA"	"OR"	"PORT ORFORD, OR"	42.737	-124.497	2299.023	23	13	16			23	13	27	0.16		2														
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"USA"	"AK"	"SELDOVIA, AK"	59.47	-151.68	413.973	23	11	51			23	12	40	0.02		2														
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"USA"	"WA"	"WESTPORT, WA"	46.908	-124.11	1997.773	23	13	22	3	50	23	13	25	0.06		2	13													
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"USA"	"OR"	"GARIBALDI, OR"	45.555	-123.912	2108.162	23	13	19	3	47	23	17	58	0.03		2	17													
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"CANADA"	"BC"	"PORT HARDY, BRITISH COLUMBIA"	50.722	-127.488	1550.097	23	12	56	3	24	23	14	8	0.03		2	17													
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"USA"	"OR"	"D46404 BPR, WEST OF ASTORIA, OR"	45.857	-128.736	1814.925	23	12	12	2	30	23	12	26	0.03		3	15													
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"CANADA"	"BC"	"LANGARA ISLAND, BRITISH COLUMBIA"	54.25	-133.033333	1044.957	23	11	20			23	11	30	0.13		2														
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"SAMOA"		"APIA, UPOLU ISLAND"	-13.8268	-171.7613	8020.741	23	19	53			23	20	16	0.04		2														
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"USA"	"OR"	"CHARLESTON, OR"	43.352	-124.192	2265.11	23	13	18			23	15	5	0.07		2														
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"USA"	"OR"	"D46407 BPR, 210 NM W COOS BAY, OR"	42.664	-128.807	2080.176	23	12	29	2	57	23	12	36	0.02		3	14													
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"FRENCH POLYNESIA"		"PAPEETE, TAHITI"	-17.5331	-149.5726	8148.405	23	19	54			23	20	19	0.03		2														
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"USA"	"AK"	"ALITAK, AK"	56.85	-154.3	330.401	23	11	23			23	13	39	0.08		2														
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"USA"	"CA"	"CRESCENT CITY, CA"	41.7456	-124.184	2399.249	23	13	31			23	15	21	0.25		2														
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"CANADA"	"BC"	"BELLA BELLA, BRITISH COLUMBIA"	52.163	-128.143	1434.227	23	12	58	3	26	23	17	39	0.04		2	55													
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"USA"	"CA"	"D46411 BPR, NW OF SAN FRANCISCO, CA"	39.333	-127.082	2465.295	23	13	1	3	29	23	13	7	0.02		3	16													
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"USA"	"AK"	"KODIAK ISLAND, AK"	57.730313	-152.513871	280.378	23	10	54			23	12	23	0.23		2														
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"USA"	"AK"	"SEWARD, AK"	60.119	-149.427	458.581	23	11	10			23	11	31	0.1		2														
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"USA"	"AK"	"D46403 BPR, SE OF SHUMAGIN IS, AK"	52.65	-156.94	628.043						23	10	24	0.03		3	8													
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"USA"	"AK"	"YAKUTAT, AK"	59.55	-139.733	685.286	23	11	10			23	11	23	0.14		2														
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"USA"	"HI"	"MIDWAY ISLANDS"	28.215	-177.361	3813.469	23	14	32			23	15	0	0.06		2														
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"USA"	"HI"	"MOKUOLOE-COCONUT IS, OAHU"	21.433	-157.79	3903.985	23	14	55			23	16	18	0.03		2														
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"USA"	"HI"	"NAWILIWILI, KAUAI, HI"	21.9544	-159.3561	3872.929	23	14	27			23	14	47	0.03		2														
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"USA"	"CA"	"PORT SAN LUIS, CA"	35.17666	-120.755	3161.739	23	14	23			23	16	32	0.16		2														
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"CANADA"	"BC"	"RCM S ENDEAVOUR, BRITISH COLUMBIA"	47.933	-129.099	1636.398	23	11	56			23	12	3	0.02		3														
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"USA"	"CA"	"SAN FRANCISCO, CA"	37.807	-122.465	2834.745	23	14	25			23	15	5	0.05		2														
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"USA"	"WA"	"CAPE DISAPPOINTMENT, WA"	46.28	-124.05	2046.467	23	13	20	3	48	23	17	58	0.05		2	15													
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"USA"	"OR"	"SOUTH BEACH, OR"	44.625	-124.043	2171.926	23	13	29	3	57	23	13	57	0.07		2	23													
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"CANADA"	"BC"	"TOFINO (CLAYOQUOT),BRITISH COLUMBIA"	49.153	-125.913	1739.616	23	12	51	3	19	23	12	57	0.05		2	30													
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"CANADA"	"BC"	"VICTORIA, BRITISH COLUMBIA"	48.425	-123.372	1938.912	23	13	49	4	17	24	7	3	0.06		2	48													
	2018	1	23	9	32	29	4	1	5673	7.9			"n"	"USA"	"CA"	"POINT REYES, CA"	37.997	-122.975	2791.413	23	13	49			23	16	44	0.12		2														
	2018	2	9				4	6	5676		7104		"n"	"PAPUA NEW GUINEA"	"EAST SEPIK"	"BLUP BLUP ISLAND, SHOUTEN ISLANDS"	-3.5	144.6	12.017									1		1														
	2018	5	4	22	32	55	4	4	5678	6.9	6864		"n"	"USA"	"HI"	"KAWAIHAE, HAWAII, HI"	20.0366	-155.829	111.478									0.16		2														
	2018	5	4	22	32	55	4	4	5678	6.9	6864		"n"	"USA"	"HI"	"HILO, HAWAII, HI"	19.7303	-155.0553	39.96									0.2		2														
	2018	5	4	22	32	55	4	4	5678	6.9	6864		"n"	"USA"	"HI"	"HONUAPO, HAWAII, HI"	19.0845	-155.5509	63.053									0.15		2														
	2018	5	4	22	32	55	4	4	5678	6.9	6864		"n"	"USA"	"HI"	"NAWILIWILI, KAUAI, HI"	21.927	-159.36	532.455									0.04		2														
	2018	5	4	22	32	55	4	4	5678	6.9	6864		"n"	"USA"	"HI"	"HONOLULU, OAHU, HI"	21.3067	-157.867	365.506									0.03		2														
	2018	5	4	22	32	55	4	4	5678	6.9	6864		"n"	"USA"	"HI"	"KAPOHO, HAWAII, HI"	19.4992	-154.8197	26.488									0.4		2														
	2018	5	4	22	32	55	4	4	5678	6.9	6864		"n"	"USA"	"HI"	"KAHULUI, MAUI, HI"	20.895	-156.477	226.557									0.15		2														
	2018	5	15				4	9	5683				"m"	"USA"	"NY"	"KINGS POINT, NY"	40.81029	-73.7649							14	21	57	0.13		2														
	2018	5	15				4	9	5683				"m"	"USA"	"NY"	"D44402 BPR, 130 NM SE FIRE IS, NY"	39.298	-70.659							15	23	30	0.04		3														
	2018	5	15				4	9	5683				"m"	"USA"	"MD"	"BALTIMORE, MD"	39.2666	-76.5783							15	1	40	0.08		2														
	2018	5	15				4	9	5683				"m"	"USA"	"DE"	"LEWES, DE"	38.7816	-75.12							15	2	8	0.19		2														
	2018	5	15				4	9	5683				"m"	"USA"	"CT"	"NEW HAVEN, CT"	41.28329	-72.9083							15	0	56	0.22		2														
	2018	5	15				4	9	5683				"m"	"USA"	"MD"	"CAMBRIDGE, MD"	38.57329	-76.06829							15	2	39	0.07		2														
	2018	5	15				4	9	5683				"m"	"USA"	"NJ"	"ATLANTIC CITY, NJ"	39.355	-74.4183							15	0	23	0.15		2														
	2018	5	15				4	9	5683				"m"	"USA"	"MD"	"ANNAPOLIS, MD"	38.9833	-76.48							15	1	56	0.06		2														
	2018	5	15				4	9	5683				"m"	"USA"	"MD"	"BISHOPS HEAD, MD"	38.22	-76.038							15	3	35	0.08		2														
	2018	5	15				4	9	5683				"m"	"USA"	"CT"	"BRIDGEPORT, CT"	41.1733	-73.1816							14	23	2	0.14		2														
	2018	7	16				3	9	5684				"m"	"SPAIN"		"CIUTADELLA, MENORCA ISLAND"	39.99	3.83												1										1				
	2018	7	16				3	9	5684				"m"	"SPAIN"		"PORT OF CIUTADELLA, MENORCA ISLAND"	39.987588	3.828154							16	5	0	0.75		2														
	2018	7	16				3	9	5684				"m"	"SPAIN"		"SANTANYI, MAJORCA ISLAND"	39.33	3.145												1			1	1										
	2018	8	5	11	46	37	4	1	5685	6.9			"n"	"INDONESIA"	"BALI"	"BENOA, BALI ISLAND"	-8.745	115.21	145.824						8	12	58	0.02		2														
	2018	8	5	11	46	37	4	1	5685	6.9			"n"	"INDONESIA"		"CARIK"												0.14		2														
	2018	8	5	11	46	37	4	1	5685	6.9			"n"	"INDONESIA"		"BADAS"												0.1		2														
	2018	8	5	11	46	37	4	1	5685	6.9			"n"	"INDONESIA"	"WEST NUSA TENGGARA"	"LEMBAR, LOMBOK"	-8.73	116.07	64.572									0.09		2														
	2018	8	21	21	31	46	2	1	5687	7.3			"n"	"TRINIDAD AND TOBAGO"		"CHAGUARAMAS BAY"	10.68	-61.65	136.238											1														
	2018	8	29	3	51	56	4	1	5688	7.1			"n"	"VANUATU"		"PORT VILA, EFATE ISLAND"	-17.7553	168.3077	510.869						29	5	31	0.1		2	16													
	2018	8	29	3	51	56	4	1	5688	7.1			"n"	"FIJI"		"LAUTOKA"	-17.6	177.433	917.657						29	6	19	0.01		2	22													
	2018	8	29	3	51	56	4	1	5688	7.1			"n"	"FIJI"		"SUVA, KING'S WHARF"	-18.1342	178.4236	977.631						29	6	3	0.02		2	42													
	2018	8	29	3	51	56	4	1	5688	7.1			"n"	"NEW CALEDONIA"		"OUINNE"	-21.9829	166.6833	347.708						29	5	18	0.26		2	8													
	2018	8	29	3	51	56	4	1	5688	7.1			"n"	"NEW CALEDONIA"		"LIFOU ISLAND"	-20.919	167.279	313.968						29	4	44	0.12		2	6													
	2018	8	29	3	51	56	4	1	5688	7.1			"n"	"NEW CALEDONIA"		"MARE ISLAND"	-21.548	167.877	231.893						29	5	12	0.12		2	6													
	2018	8	29	3	51	56	4	1	5688	7.1			"n"	"VANUATU"		"LENAKEL, TANNA"	-19.53256	169.26595	292.122						29	5	17	0.27		2	6													
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"JL. DIPONEGORO (C3)"	-0.883867	119.839844	78.051									1.85		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"TONGEE (10.5)"	-0.701933	119.845994	57.937									4		5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"PANTOLOAN (SOUTH) (13.01)"	-0.7275	119.85716	60.791									4		5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"WATUSAMPU"	-0.817553	119.810797	70.793									7.31	74	10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"RESORT"	-0.78183	119.85894	66.801									5.06	145.3	4														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"MAPAGA"	-0.231051	119.80216	7.222									2.45	136.7	4														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"BULU KADIA (06.03)"	-0.62508	119.80626	49.578									1.2		5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"WATU SAMPU (4.3)"	-0.821851	119.810484	71.269									3.68		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"TALISE (9.4)"	-0.875004	119.874294	77.165									2.71		5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"TALISE (9.5)"	-0.874115	119.873755	77.064									2.48		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"TONDO (10.4)"	-0.846571	119.880854	74.067									8.5		5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"TONDO (10.5)"	-0.8447	119.880408	73.857									7.39		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"TONDO (10.6)"	-0.846648	119.88064	74.074									4.2		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"MAMBORO (12.3)"	-0.801852	119.877522	69.108									5.52		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"TAIPA (13.2)"	-0.779472	119.859367	66.542									4.52		5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"TAIPA (13.3)"	-0.779995	119.859542	66.601									4.88		5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"WANI (15.3)"	-0.694969	119.842266	57.164									2.84		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"JL. CUMI-CUMI, WEST PALU (18)"	-0.88113	119.83909	77.748									3.35		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"GRAND DUTA, WEST PALU"	-0.88379	119.84837	78.048									3.17		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"BULURI, ULUJADI, PALU (26)"	-0.8439	119.81772	73.673									2.6		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"LOLI SALURAN, WATUSAMPU"	-0.78381	119.79529	67.172									3.1		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"TANJUNG PADANG"	-0.231612	119.80322	7.205									1.21	89.56	5										1		1		
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"PALU CITY (A4)"	-0.886937	119.860249	78.423									0.4		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"PALU CITY (A15)"	-0.88587	119.865315	78.323									4.5		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"PALU RIVER AREA (B6)"	-0.887972	119.856902	78.527									0.33		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"JL. CUMICUMI (B17)"	-0.884453	119.854596	78.133									4.72		4														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"IAIN PALU (B23)"	-0.88403	119.84523	78.071									4.68		4														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"LOLI PISUAH (C22)"	-0.769671	119.786867	65.69									4.91		4														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"TALISE, PALU"	-0.878389	119.872	77.527									3.29		4														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"SILAE, PALU"	-0.871833	119.833278	76.724									4.4		4														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"TAMAN RIA, PALU"	-0.880833	119.838528	77.715									5.17		4										1		1		
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"TAIPA (13.1)"	-0.778698	119.858686	66.454									3.15	110.94	5										1				
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"PALU CITY (A5)"	-0.887412	119.860225	78.475									0.5		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"BETENG (11.05)"	-0.84642	119.82117	73.94									9.1		5										1		1		1
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"KABONGA BESAR (04.02)"	-0.704	119.76805	58.711									1.4		5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"KABONGA BESAR (04.03)"	-0.7045	119.76836	58.761									1.9		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"PARIGGA (05.01)"	-0.71933	119.77466	60.297									1.2		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"PARIGGA (05.03)"	-0.72056	119.77511	60.427									2.4		5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"LOLI-PESUA (06.01)"	-0.75721	119.78611	64.326									2.7		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"WATUSAMPU (09.06)"	-0.82648	119.81115	71.777									0.3		5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"NELAYAN"	-0.8639	119.87814	75.962									7.61	75	4														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"CITRALAND"	-0.8318	119.8798	72.429									6.73	197	4														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"BULU KADIA (06.01)"	-0.61711	119.80202	48.738									1.9		5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"LERE (7.3)"	-0.884549	119.845245	78.128									4.64		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"TONDO (10.3)"	-0.84585	119.881253	73.99									10.14		5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"LAYANA (11.4)"	-0.823864	119.88347	71.58									4.35		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"WINA BEACH H., TONDO BAWAH"	-0.85931	119.87901	75.46									4.08		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"WATU SAMPU (4.1)"	-0.822144	119.810032	71.304									6.6	71.41	5														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"PALU CITY (A10)"	-0.886109	119.86263	78.339									5.2		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"PALU RIVER AREA (B4)"	-0.886701	119.856852	78.387									1.04		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"IAIN PALU (B13)"	-0.885312	119.845609	78.213									0.9		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"MERCURE HOTEL (B22)"	-0.884547	119.851313	78.136									3.62		4														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"JL. MALONDA (C14)"	-0.87238	119.833657	76.784									1.8		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"LOLI PISUAH (C19)"	-0.766989	119.788091	65.383									2.6		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"WANI PORT (D13)"	-0.694398	119.839991	57.1									4.5		4														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"TALISE, PALU"	-0.885333	119.861861	78.251									2.74		4														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"PALU"	-0.88	119.837	77.624											1														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"MAMUJU"	-2.678	118.88	296.36	28	10	21		19	28	10	57	0.12		2	4													
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"SILAE, PALU"	-0.875528	119.835611	77.13									4.56		4										1				1
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"WANI2, DONGGALA"	-0.694278	119.840694	57.087									1.68		4														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"KALIBURU, DONGGALA"	-0.478528	119.7645	34.277									2.16		5										1				1
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"TOMPE, DONGGALA"	-0.203028	119.815639	3.875									0.9		4										1				1
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"JL. MALONDA (C15)"	-0.871044	119.832901	76.637									0.95		10														
	2018	9	28	10	2	43	4	3	5689	7.5			"n"	"INDONESIA"	"CENTRAL SULAWESI"	"LOLI PISUAH (C18)"	-0.769768	119.786728	65.703									2.4		10														
